X,Y,FID,Index_,DISTRICT,CountyNum,COUNTY,Name,Location,InMobileWe,PHONE_NMBR,FeatureTyp,AccessType,O_PUBLIC,FEE,PARKING,PUBTRANSP,RSTRCTNS,DSABLDACSS,RESTROOMS,VISTOR_CTR,DOG_FRIEND,EZ4STROLLE,LIFEGUARD,SHOWERS,FOOD,DRINKWTR,PCNC_AREA,FIREPITS,CAMPGROUND,NUM_REG_CP,NUM_PRM_CP,NUM_GRP_CP,RV_CMP,NUM_RV_STE,HOSTEL,NUM_HSL_BD,NUM_HTL_RM,BT_FACILIT,BT_FACIL_T,MRA_NM_SLP,MRA_NUM_MR,LIGHTHOUSE,LTHS_Y_CON,LTHS_HT,PIER,PIER_Y_CON,PIER_LNGTH,HSTRC_STR,SHPWRECKS,SNDY_BEACH,DUNES,RKY_SHORE,UPLAND_BCH,STRM_CRDOR,WETLAND,BLUFF,BAY_LGN_LK,URBN_WFRNT,OFFSHR_RFG,INLND_AREA,STRS_BEACH,PTH_BEACH,BOARDWLK,BLFTP_TRLS,BLFTP_PRK,TRAIL_OR_P,CCT_LINK,CCTdesigna,BIKE_PATH,EQUEST_TRL,WLDLFE_VWG,SWM_POOL,SWIMMING,DIVING,SNORKLNG,TIDEPOOL,PLAYGROUND,SPORT_FLDS,VOLLEYBALL,WNDSRF_KIT,KAYAKING,SURFING,FISHING,BOATING,BOAT_TOURS,MBCH_SHORE,MBCH_OPEN,A_LND_AC,A_LND_OPEN,SQ_MILES,MILES_TRLS,PermitNum,DATE_OPN,Date_Closd,Archived,ClosureCom,SWAG_CRnmb,O_CLT_AREA,LATITUDE,LONGITUDE,Photo_1,Photo_2,Photo_3,Photo_4,Bch_whlchr,DataUpdate
430866.761,4364138.6604,193,193,1_North Coast,3,Mendocino,Noyo Harbor,"Off Hwy. One, 1.8 mi. S. of Fort Bragg",Yes, ,Waterfront Features,Boat Access,Yes,No,Yes, , ,Yes,Yes,No, , ,No,Yes,Yes,Yes, ,No,No, , , , , , , , ,Yes,2 Boat Ramps, , , , , , , , ,No, ,Yes,No,Yes,No,Yes,No,No,Yes,No, , ,No,No, , , ,No, , ,No,No,No, , , , , , , , , , , ,Yes,Yes, , , , , , , ,78-CC-279, , , , ,138, ,39.424008,-123.803192,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Noyo_Harbor_2004_06_15_0303.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Noyo_Harbor_2004_09_27_0008.jpg, , , ,
430807.9308,4364124.8667,194,194,1_North Coast,3,Mendocino,Noyo Harbor Public Viewing Area,"S. end, Noyo Harbor Dr.",Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No,No,No,No, , , , ,No, ,No, , , , , , , , , , , , , , , , , , , , ,No,No,No,No,No,No,No,Yes, , , ,No,No, ,No,No,No, , ,No, ,Yes, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,39.423879,-123.803874,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Noyo_Harbor_2013_03_13_3567.jpg, , , , ,
429730.9316,4364320.78,195,195,1_North Coast,3,Mendocino,Pomo Bluffs Park,"Cliff Way, off Ocean View Dr., .2 mi. S. of Noyo River Bridge, Fort Bragg",Yes, ,City/County Park,Visual Access,Yes,No,Yes, , ,Yes,Yes,No,Yes,Yes,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,Yes,No,No,No,Yes, , , , ,No,No, ,Yes,Yes,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,139, ,39.425557,-123.816406,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Pomo_Bluffs_Park_SFS_2015_07_15_3691_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Pomo_Bluffs_Park_SFS_2015_07_15_3681_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Pomo_Bluffs_Park_SFS_2015_07_15_3687_3.jpg, , ,
430173.0939,4363618.8842,196,196,1_North Coast,3,Mendocino,Hare Creek Public Access,"S. of Bay View Ave., Fort Bragg",Yes, ,Physical Access,Beach Access,Yes,No,No, , ,No,No, ,Yes, , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes, ,Yes, , , , , , , , , ,Yes, , , ,Yes, , , , , , , , , , , , , , , , ,No,No, , , , , , , ,1-81-148, , , , ,140, ,39.419269,-123.811196,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Hare_Creek_Beach_2013_09_09_7068.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Hare_Creek_Beach_trail_2013_09_09_7074.jpg, , , ,
429946.1038,4362561.6377,197,197,1_North Coast,3,Mendocino,Mendocino Coast Botanical Gardens,"18220 N. Hwy. One, Fort Bragg",Yes,707-964-4352,Facility,Natural Resource,Yes,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes,No,No, , ,Yes,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,No,No,Yes, , , , ,No,No, ,Yes, ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , ,47,47, ,TRAIL NETWORK, , , , , ,141, ,39.409725,-123.813722,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Mendocino_Coast_Botanical_Grdn_2004_06_15_0120.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Mendocino_Coast_Botanical_Grdn_2004_06_15_0143.jpg, , , ,
429404.6918,4361194.3669,198,198,1_North Coast,3,Mendocino,Belinda Point,"17410 Ocean Dr., S. of Fort Bragg",Yes,707-962-0470,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No,Yes, ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,No,No,No,Yes, , , , ,No,No, ,Yes,Yes,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , ,0.5, ,1-89-028, , , , ,142, ,39.397362,-123.819866,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Belinda_Point_2013_03_13_3562.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Belinda_Point_2013_03_13_3564.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/05_fort_bragg/Belinda_Point.jpg, , ,
435895.0588,4362209.9396,199,199,1_North Coast,3,Mendocino,Jackson State Forest,"E. of Hwy. One, off Hwy. 20, Noyo to Big River",Yes,707-964-5674,Nature Preserve/Reserve,Natural Resource,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , ,Yes,Yes,Yes, ,60, , , , , , , , , , , , , , , , ,No, ,No,No,No,No,Yes,No,No, , , ,Yes,No,No, , , ,Yes, , ,Yes,Yes,Yes, ,Yes, , , , , , , , , ,No,No, , , ,50200, , ,TRAIL NETWORK, , , , , , , ,39.407019,-123.744593, , , , , ,
430012.0121,4360233.1416,200,200,1_North Coast,3,Mendocino,Path to Beach (Ocean Dr.),"Ocean Dr. near Hwy. One, 2 mi. N. of Caspar Creek",Yes,707-937-5804,Path/Trail/Drive,Beach Access,Yes,No,Yes, , ,No,No,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,No,No,No,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,143, ,39.388751,-123.812713,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Path_to_Beach_Ocean_Drive_near_Pine_Beach_Inn_SFS_2015_07_16_3770_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Path_to_Beach_Ocean_Drive_near_Pine_Beach_Inn_SFS_2015_07_16_3771_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Path_to_Beach_Ocean_Drive_near_Pine_Beach_Inn_SFS_2015_07_16_3774_3.jpg, , ,
429644.0269,4359978.9665,201,201,1_North Coast,3,Mendocino,Jefferson Way,"W. of Hwy. One, 1.8 mi. N. of Caspar Creek",Yes,707-937-5804,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No,Yes, ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,No,No,No,Yes, , , , ,No,Yes, ,Yes, ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,144, ,39.386431,-123.816959, , , , , ,
429668.5845,4358761.0769,202,202,1_North Coast,3,Mendocino,Jug Handle State Natural Reserve,"E. and W. of Hwy. One, 1 mi. N. of Caspar Creek",Yes,707-937-5804,Nature Preserve/Reserve,Beach Access,Yes,No,Yes, , ,Yes,Yes,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,No,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , ,5, , , , , ,145,Yes,39.37546,-123.816546,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Jug_Handle_SNR_Trail_2004_09_25_0015.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Jug_Handle_SNR_2004_09_26_0122.jpg, , , ,
429802.3196,4358508.2557,203,203,1_North Coast,3,Mendocino,Jughandle Creek Farm and Nature Center,"E. of Hwy. One, .9 mi. N. of Caspar Creek",Yes,707-964-4630,Facility,Historic/Cultural Site,Yes,Yes,Yes, , ,Yes,Yes,No, ,Yes,No,Yes, , , ,Yes,Yes, , , , , , , , , , , , , , , , , , ,Yes, ,No,No,No,No,Yes,No,No, , , ,Yes,No,Yes, , , ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,146,Yes,39.373193,-123.814967,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Jughandle_Creek_Farm_and_Nature_Center_SFS_2015_07_16_3780.jpg, , , , ,
429173.4941,4358132.4841,204,204,1_North Coast,3,Mendocino,Cantus Cove,".1 mi. from Pacifica Dr. and Caspar Rd., Caspar",Yes, ,Visual Access,Visual Access,Yes,No,No, , ,No,No,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,Yes,No,No,No,Yes, , , , ,No,No, ,Yes, ,Yes, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , ,A-303-79, , , , ,147, ,39.369756,-123.822227,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Cantus_Cove_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Cantus_Cove_2.jpg, , , ,
429589.2762,4357374.3153,205,205,1_North Coast,3,Mendocino,Caspar Headlands State Beach - North,"Seaward of S. end of Caspar Rd., Caspar",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No,No,No, , , , ,No, ,No, , , , , , , , , , , , , , , , , , , , ,Yes,No,Yes,Yes, , ,Yes, , , , ,No,Yes,No,Yes,Yes, , , , , ,Yes, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,39.362959,-123.817321,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Headlands_State_Beach_North_SFS_2015_07_16_3791_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Headlands_State_Beach_North_SFS_2015_07_16_3786_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Headlands_State_Beach_North_SFS_2015_07_16_3781_3.jpg, , ,
430316.5842,4357169.6532,206,206,1_North Coast,3,Mendocino,Caspar Creek Vista Point,W. side of Hwy. One at Caspar Creek,Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,Yes,Yes,No,No, , , ,Yes,No,No, , , ,No, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , ,148, ,39.361174,-123.808858,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Creek_Vista_Point_SFS_2015_07_16_3793.jpg, , , , ,
429534.6365,4357087.0145,207,207,1_North Coast,3,Mendocino,Caspar Headlands State Beach,"At Doyle Creek, off Pt. Cabrillo Dr., S. of Caspar",Yes,707-964-3306,Physical Access,Beach Access,Yes,No,Yes,Yes, ,No,No,No, , ,No,Yes, ,Yes, ,No,Yes, , , ,Yes, , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,No,No,Yes,No, , ,No,No, , , ,No, , ,No,No,Yes, , ,Yes, , , , , , , , ,Yes,No, ,0.2,0.2,100,100, , , , , , , ,149, ,39.360366,-123.817925,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Beach_2013_12_11_1683.jpg, , , ,"707-937-5804; chairs must be reserved ahead for delivery",
429893.2902,4356395.088,208,208,1_North Coast,3,Mendocino,Caspar Uplands Trail,From Point Cabrillo Dr. near Point Cabrillo Light Station to Caspar Beach,Yes, ,Path/Trail/Drive,Natural Resource,Yes,No,No, , ,No,No,No,No,No, ,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , ,No,No,No,No, , ,No, , , , ,No,Yes, ,Yes,No,Yes, , ,No, ,No, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,39.354161,-123.81369,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Uplands_Trail_SFS_2015_07_16_3798_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Caspar_Uplands_Trail_SFS_2015_07_16_3799_2.jpg, , , ,
428981.1477,4357124.8984,209,209,1_North Coast,3,Mendocino,Caspar Headlands State Natural Reserve,"End of Headlands Dr. off S. Caspar Dr., S. of Caspar",Yes,707-937-5804,Nature Preserve/Reserve,Beach Access,Yes,No,No, , ,No,No,No,Yes, ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,Yes,No,No,No,Yes, , , , ,No,Yes, ,Yes,Yes,Yes, , ,No,No,Yes, , ,Yes, ,Yes, , , , , , ,Yes,No, , , ,5, , , , , , , , ,150, ,39.360662,-123.824353, , , , , ,
428716.6706,4355811.0925,210,210,1_North Coast,3,Mendocino,Point Cabrillo Light Station and Preserve,"Pt. Cabrillo Dr., 2 mi. N. of Mendocino",Yes,707-937-6122,Architectural Feature,Lighthouse,Yes,No,Yes, , ,Yes,Yes,Yes, ,Yes,No,No, , , ,No,No, , , , , , , , , , , , ,Yes, , , , , ,Yes,Yes,No,No,Yes,Yes,No,No,Yes, , ,Yes, ,No,No, ,Yes,Yes,Yes, , ,No,No,Yes, , , , , , , , , , , ,No,No, , , ,270, , ,0.5, , , , , ,151,Yes,39.348803,-123.827283,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Point_Cabrillo_Light_Station_2004_09_25_0006.jpg, , , , ,
430522.2611,4353974.7799,211,211,1_North Coast,3,Mendocino,Russian Gulch State Park,"E. and W. of Hwy. One, 2 mi. N. of Mendocino",Yes,707-937-5804,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,No,Yes,Yes,No,Yes, , ,Yes,Yes,Yes,30,4,1, , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes, ,No,No, ,Yes, ,Yes, , ,Yes,Yes,Yes, , ,Yes, , , , , , , , ,Yes,No, , , , , , ,10, , , , , ,152,Yes,39.332405,-123.80614,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Russian_Gulch_SP_2013_12_11_1672.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Russian_Gulch_SP_2013_12_11_1670.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Russian_Gulch_State_Park_2004_09_25_0067.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/06_point_cabrillo_area/Russian_Gulch_State_Park_SFS_2013_12_11_1656.jpg,"707-937-5804; chairs must be reserved ahead for delivery",
430717.8757,4351807.3254,212,212,1_North Coast,3,Mendocino,Viewpoint (Lansing St.),"W. of Hwy. One at Lansing St., Mendocino",Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,Yes,Yes,No,Yes, ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,No,Yes,No,No,Yes, , , , ,No,No, , , ,No, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,39.312892,-123.803647,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Viewpoint_Cypress_Grove_Mendocino_Headlands_SP_SFS_2013_12_11_1647.jpg, , , , ,
430200.6995,4350954.9997,213,213,1_North Coast,3,Mendocino,Goat Island Overlook,"Off Little Lake St. at Heeser Dr., Mendocino",Yes,707-937-5804,Visual Access,Visual Access,Yes,No,Yes, , , ,No,No,Yes, , ,No,No,No, ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,Yes, ,No,No,Yes, ,No, , ,No,No, , ,Yes, , , ,No,No,Yes,No,No,No,No, ,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , ,39.305171,-123.809557, , , , , ,
431054.357,4350907.3389,214,214,1_North Coast,3,Mendocino,Mendocino Headlands State Park,"Seaward of Mendocino, from Lansing St. and Heeser Dr. to Big River",Yes,707-937-5804,National/State/Regional Park/Beach/Rec Area,Natural Resource,Yes,No,Yes, , ,Yes,Yes,Yes,Yes,Yes,No,No, , ,Yes,No,No,60, , , , , , , , , , , , , , , , , ,Yes, ,Yes,No,Yes,Yes,Yes,No,Yes, , , , ,Yes,Yes, ,Yes,Yes,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , , , , , , , ,153,Yes,39.30481,-123.799652,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Mendocino_Headlands_SP_2013_12_11_1644.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Mendocino_Headlands_SP_SFS_2013_12_11_1643.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Mendocino_Headlands_SP_visitor_center_SFS_2013_12_11_1595.jpg, ,"707-937-5804; chairs must be reserved ahead for delivery",
430899.2406,4351015.1492,215,215,1_North Coast,3,Mendocino,Town of Mendocino,"Off Hwy. One, 10 mi. S. of Fort Bragg",No, ,GP - Town/City,CITY/TOWN,Yes,No,Yes, , ,Yes,Yes,Yes, , , , ,Yes,Yes, , ,No, , , , , , , , , , , , , , , , , , ,Yes, ,Yes, ,Yes,Yes, , ,Yes, , , , , , , , , ,Yes, , , , , , , , , , , , , , , , ,No,No, , , , , , , , , , , , , ,Yes,39.305769,-123.801462, , , , , ,
431610.9367,4350639.8414,216,216,1_North Coast,3,Mendocino,Big River Beach,S. of Mendocino,Yes,707-937-5804,Physical Access,Beach Access,Yes,No,Yes, , ,Yes,Yes,No,Yes,Yes,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,No,No,Yes,No,Yes,Yes,No, , ,Yes,No, , , ,Yes, , ,Yes,Yes,Yes, , , , , , , , , ,Yes,Yes,Yes,Yes, , , , , , , , , , , , ,154, ,39.302444,-123.79317,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Big_River_Beach_2004_09_10_0084.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Big%20River%20Beach_2004_06_13_0013.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Big_River_Beach_2004_06_13_0041.jpg, ,"707-937-5804; chairs must be reserved ahead for delivery",
431467.649,4350309.2465,217,217,1_North Coast,3,Mendocino,Mendocino Bay Viewpoint,"N. end Brewery Gulch Rd., W of Hwy. One",Yes, ,Visual Access,Visual Access,Yes,No,Yes, , ,No,No, , , , , , , , , ,No, , , , , , , , , , , , , , , , , , ,No, ,No, ,Yes, , , ,Yes,Yes, , , ,No,No, , , ,No, , ,No, , , , , , , , , , , , , ,No,No, , , , , , , ,NCR-77-246, , , , ,155, ,39.299454,-123.794798,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Mendocino_Bay_Overlook_2013_03_13_3556.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/07_town_of_mendocino/Mendocino_Bay_Overlook.jpg, , , ,
431550.8233,4350284.8758,218,219,1_North Coast,3,Mendocino,Mendocino Campground,Comptche-Ukiah Rd. and Hwy. One,Yes,707-469-3035,Recreational Facility,Campground,Yes,Yes,Yes, , ,No,Yes,No, , ,No,Yes, , , ,Yes,Yes,60, , , , , , , , , , , , , , , , , ,No, ,No,No,No,No,No,No,No, , , ,Yes,No,No, , , ,No, , ,No,No,No, , , , , , , , , , , ,No,No, , , , , , , , , , , , , , ,39.299241,-123.793831, , , , , ,
436120.238,4352378.493,219,220,1_North Coast,3,Mendocino,Mendocino Woodlands State Park,"E. of Hwy. One, off Little Lake Rd., S. of Fort Bragg",Yes,707-937-5755,National/State/Regional Park/Beach/Rec Area,Natural Resource,Yes,Yes,Yes, , ,Yes,Yes,No, , ,No,No, , , ,No,Yes, , ,Yes, , , , , , , , , , , , , , , ,Yes, ,No,No,No,No,Yes,No,No, , , ,Yes,No,No, , , ,Yes, , ,Yes,No,Yes, ,Yes, , , , , , , , , ,No,No, , , , , , ,TRAIL NETWORK, , , , , , , ,39.318454,-123.741041, , , , , ,
431555.4585,4348729.2367,220,221,1_North Coast,3,Mendocino,Paths to Shoreline / Van Damme State Park,"Hwy. One at Gordon Lane, 1.5 mi. S. of Mendocino",Yes,707-937-5804,Path/Trail/Drive,Beach Access,Yes,No,Yes, , ,No,No,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,No,No,Yes,Yes,No,No,Yes, , , , ,No,Yes, , , ,Yes, , ,No,No,Yes, , , , , , , , , , , ,Yes,No, , , , , , ,0.5, , , , , ,156, ,39.285225,-123.793619,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Gordon_Lane_SFS_2015_07_16_3831_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Gordon_Lane_SFS_2015_07_16_3832_2.jpg, , , ,
431715.4513,4347821.8476,221,222,1_North Coast,3,Mendocino,Path to Shoreline (Peterson-Headlands Lane),200 ft. N. of Peterson-Headlands Ln. off Hwy. One,Yes,707-937-5804,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No,No,No,No,No,No,No,No,No,No, , , , , , , , , , , , , , , , , , , , ,No,No,Yes, , , ,Yes, , , , ,No,No, ,Yes,Yes,Yes, , ,No, ,Yes, , , , ,No, , ,No, , , ,No,No, , , , , , , , , , , , , , ,39.277062,-123.791672,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Peterson_Headlands_Lane_SFS_2015_07_16_3833_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Peterson_Headlands_Lane_SFS_2015_07_16_3835_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Path_to_Shoreline_Peterson_Headlands_Lane_SFS_2004_0040_3.jpg, , ,
431811.7322,4347517.2348,222,223,1_North Coast,3,Mendocino,Van Damme State Park,"E. and W. of Hwy. One at Little River, 3 mi. S. of Mendocino",Yes,707-937-5804,National/State/Regional Park/Beach/Rec Area,Beach Access,Yes,Yes,Yes, , ,Yes,Yes,Yes,Yes,Yes,No,Yes, , ,Yes,Yes,Yes,108, ,1,Yes, , , , , , , , , , , , , , ,No, ,Yes,No,Yes,Yes,Yes,Yes,Yes, , ,Yes, ,No,No,Yes, , ,Yes, , ,Yes,No,Yes, , ,Yes, , , , , , ,Yes, ,Yes,Yes, , , , , , ,TRAIL NETWORK, , , , , ,157,Yes,39.274325,-123.790525,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Van_Damme_State_Park_2013_12_11_1688.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Van_Damme_State_Park_2004_09_25_0038.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Van_Damme_State_Park_pygmy_forest_trail_2013_09_10_7132.jpg, ,"707-937-5804; chairs must be reserved ahead for delivery",
432045.4982,4346802.3284,223,224,1_North Coast,3,Mendocino,Little River Blowhole Trail,"W. of Hwy. One, N. of Little River cemetery",Yes, ,Path/Trail/Drive,Natural Resource,Yes,No,No, , ,No,No, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,Yes, , , ,Yes, , , , , , , , , ,Yes, , , , , , , , , , , , , , , , ,No,No, , , , , , , ,1-89-151, , , , ,158, ,39.267902,-123.787743,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Little_River_Blowhole_Trail_2013_03_13_3533.jpg, , , , ,
433197.0776,4343686.224,224,225,1_North Coast,3,Mendocino,Dark Gulch Beach,"Hwy. One, Dark Gulch",Yes, ,Physical Access,Beach Access,Yes,No,Yes, , ,No,No,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,Yes,No,Yes,No,No, , , , ,Yes,Yes,Yes, , ,Yes, , ,No,No,No, , , , ,Yes, , , , , , ,No,No, , , , , ,3, ,1-92-211, , , , ,159,Yes,39.239915,-123.774086,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_2013_03_13_3530.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_SFS_2015_07_16_3840_1.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_SFS_2015_07_16_3841_2.jpg,https://www.coastal.ca.gov/access-photos/04_mendocino/08_van_damme_to_navarro_river/Dark_Gulch_Beach_SFS_2015_07_16_3843_3.jpg, ,
433591.8406,4342283.6649,225,226,1_North Coast,3,Mendocino,Albion River Beach,"Albion flats, W. of Albion River Campground",Yes,707-937-0606,Physical Access,Beach Access,Yes,Yes,Yes, , ,No,Yes,No, , ,No,No, , , ,No,No, , , , , , , , , , , , , , , , , , ,No, ,Yes,No,No,No,Yes,No,No,Yes,No, , ,No,No, , , ,No, , ,No,No,Yes, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , ,160, ,39.227308,-123.769374, , , , , ,
433684.3249,4342175.6682,226,227,1_North Coast,3,Mendocino,Albion River Campground,"Hwy. One, N. side of Albion River",Yes,707-937-0606,Recreational Facility,Campground,Yes,Yes,Yes, , ,Yes,Yes,No, , ,No,Yes,Yes,Yes,Yes,No,Yes,Yes, , ,Yes, , , , ,Yes,Boat Launch, , , , , , , , ,No, ,Yes,No,No,Yes,Yes,No,No,Yes,No, , ,No,No, , , ,No, , ,No,No,No, , , , , , , , , , , ,Yes,Yes, , , , , , , , , , , , , , ,39.226342,-123.768292, , , , , ,
